date, pm25, pm10, o3, no2, so2
2020/5/11, 31, 5, 33, 5, 
2020/5/12, 14, 11, 26, 8, 
2020/5/13, 29, 15, 29, 5, 
2020/5/14, 52, 20, 43, 5, 
2020/5/15, 62, 20, 51, 9, 
2020/5/16, 60, 18, 55, 7, 
2020/5/17, 57, 17, 54, 9, 
2020/5/18, 49, 16, 54, 8, 
2020/5/19, 37, 16, 45, 10, 
2020/5/20, 30, 19, 51, 9, 
2020/5/21, 47, 18, 40, 9, 
2020/5/22, 53, 14, 29, 3, 
2020/5/23, 40, 7, 35, 1, 
2020/5/24, 16, 8, 36, 4, 
2020/5/25, 20, 11, 38, 6, 
2020/5/26, 31, 11, 43, 6, 
2020/5/27, 28, 13, 42, 7, 
2020/5/28, 31, 12, 40, 4, 
2020/5/29, 24, 11, 38, 5, 
2020/5/30, 25, 8, 41, 2, 
2020/5/31, 15, 8, 45, 3, 
2020/6/1, 15, 17, 49, 8, 
2020/6/2, 34, 20, 47, 8, 
2020/6/3, 40, 12, 37, 4, 
2020/6/4, 29, 8, 27, 3, 
2020/6/5, 22, 5, 18, 3, 
2020/6/6, 10, 3, 24, 2, 
2020/6/7, 8, 7, 33, 4, 
2020/6/8, 16, 10, 25, 7, 
2020/6/9, 26, 13, 23, 6, 
2020/6/10, 46, 12, 31, 4, 
2020/6/11, 42, 10, 43, 6, 
2020/6/12, 33, 11, 39, 5, 
2020/6/13, 24, 7, 26, 1, 
2020/6/14, 16, 6, 22, 4, 
2020/6/15, 17, 9, 28, 5, 
2020/6/16, 26, 11, 31, 6, 
2020/6/17, 31, 8, 32, 2, 
2020/6/18, 20, 6, 25, 4, 
2020/6/19, 12, 7, 32, 3, 
2020/6/20, 14, 7, 38, 4, 
2020/6/21, 18, 7, 35, 4, 
2020/6/22, 18, 10, 43, 6, 
2020/6/23, 22, 14, 46, 5, 
2020/6/24, 33, 12, 39, 5, 
2020/6/25, 23, 13, 41, 8, 
2020/6/26, 29, 17, 37, 5, 
2020/6/27, 45, 14, 25, 3, 
2020/6/28, 42, 7, 23, 2, 
2020/6/29, 16, 5, 27, 3, 
2020/6/30, 11, 10, 30, 6, 
2020/1/1, 166, 46, 2, 17, 
2020/1/2, 129, 28, 22, 12, 
2020/1/3, 87, 8, 24, 6, 
2020/1/4, 30, 8, 21, 10, 
2020/1/5, 26, 16, 4, 16, 
2020/1/6, 59, 21, 10, 22, 
2020/1/7, 68, 14, 2, 20, 
2020/1/8, 52, 15, 15, 16, 
2020/1/9, 50, 9, 25, 8, 
2020/1/10, 23, 8, 13, 15, 
2020/1/11, 25, 18, 11, 12, 
2020/1/12, 59, 14, 7, 15, 
2020/1/13, 54, 17, 11, 20, 
2020/1/14, 56, 17, 21, 19, 
2020/1/15, 47, 15, 17, 18, 
2020/1/16, 40, 20, 18, 18, 
2020/1/17, 56, 11, 22, 9, 
2020/1/18, 31, 9, 18, 11, 
2020/1/19, 30, 13, 18, 15, 
2020/1/20, 50, 16, 9, 17, 
2020/1/21, 56, 28, 2, 19, 
2020/1/22, 82, 34, 4, 18, 
2020/1/23, 96, 30, 2, 22, 
2020/1/24, 86, 44, 1, 23, 
2020/1/25, 110, 44, 3, 19, 
2020/1/26, 115, 38, 23, 14, 
2020/1/27, 93, 15, 29, 5, 
2020/1/28, 32, 4, 28, 7, 
2020/1/29, 10, 7, 21, 10, 
2020/1/30, 15, 6, 22, 5, 
2020/1/31, 11, 3, 29, 4, 
2020/2/1, 6, 2, 29, 2, 
2020/2/2, 6, 2, 26, 8, 
2020/2/3, 6, 8, 26, 7, 
2020/2/4, 17, 6, 24, 12, 
2020/2/5, 19, 17, 14, 20, 
2020/2/6, 49, 23, 11, 21, 
2020/2/7, 60, 29, 6, 21, 
2020/2/8, 81, 30, 34, 10, 
2020/2/9, 82, 8, 30, 2, 
2020/2/10, 21, 5, 31, 5, 
2020/2/11, 13, 5, 28, 5, 
2020/2/12, 12, 6, 30, 11, 
2020/2/13, 18, 5, 28, 10, 
2020/2/14, 13, 9, 16, 16, 
2020/2/15, 27, 10, 26, 11, 
2020/2/16, 34, 5, 31, 8, 
2020/2/17, 13, 3, 27, 5, 
2020/2/18, 8, 5, 26, 6, 
2020/2/19, 12, 6, 27, 11, 
2020/2/20, 16, 7, 27, 10, 
2020/2/21, 18, 8, 31, 7, 
2020/2/22, 20, 5, 28, 1, 
2020/2/23, 15, 4, 24, 6, 
2020/2/24, 11, 5, 30, 6, 
2020/2/25, 15, 3, 31, 5, 
2020/2/26, 9, 4, 27, 5, 
2020/2/27, 12, 5, 28, 8, 
2020/2/28, 13, 13, 34, 7, 
2020/2/29, 27, 10, 34, 2, 
2020/3/1, 19, 4, 21, 14, 
2020/3/2, 8, 6, 21, 13, 
2020/3/3, 17, 8, 26, 13, 
2020/3/4, 21, 13, 31, 14, 
2020/3/5, 38, 3, 27, 5, 
2020/3/6, 10, 5, 27, 8, 
2020/3/7, 19, 10, 32, 10, 
2020/3/8, 35, 6, 26, 7, 
2020/3/9, 20, 4, 25, 4, 
2020/3/10, 12, 2, 24, 3, 
2020/3/11, 4, 4, 31, 6, 
2020/3/12, 8, 5, 29, 8, 
2020/3/13, 12, 11, 25, 14, 
2020/3/14, 31, 14, 32, 13, 
2020/3/15, 49, 13, 32, 17, 
2020/3/16, 41, 16, 27, 16, 
2020/3/17, 43, 24, 28, 15, 
2020/3/18, 61, 32, 32, 15, 
2020/3/19, 76, 36, 33, 12, 
2020/3/20, 82, 28, 21, 2, 
2020/3/21, 76, 8, 33, 1, 
2020/3/22, 31, 8, 31, 2, 
2020/3/23, 28, 12, 34, 5, 
2020/3/24, 42, 21, 37, 5, 
2020/3/25, 62, 19, 29, 4, 
2020/3/26, 58, 27, 31, 13, 
2020/3/27, 63, 51, 41, 15, 
2020/3/28, 85, , , , 
2019/10/1, 16, 5, 24, 7, 
2019/10/2, 11, 7, 23, 7, 
2019/10/3, 17, 9, 18, 8, 
2019/10/4, 28, 6, 19, 6, 
2019/10/5, 17, 8, 12, 7, 
2019/10/6, 26, 8, 21, 10, 
2019/10/7, 28, 10, 19, 5, 
2019/10/8, 26, 6, 22, 7, 
2019/10/9, 12, 5, 22, 6, 
2019/10/10, 10, 7, 23, 11, 
2019/10/11, 15, 13, 27, 11, 
2019/10/12, 24, 14, 25, 9, 
2019/10/13, 33, 20, 25, 14, 
2019/10/14, 40, 25, 21, 11, 
2019/10/15, 46, 11, 26, 7, 
2019/10/16, 20, 11, 24, 11, 
2019/10/17, 21, 10, 21, 10, 
2019/10/18, 22, 8, 19, 9, 
2019/10/19, 18, 13, 11, 9, 
2019/10/20, 39, 18, 12, 11, 
2019/10/21, 50, 17, 9, 15, 
2019/10/22, 42, 21, 5, 10, 
2019/10/23, 57, 21, 4, 12, 
2019/10/24, 56, 20, 24, 12, 
2019/10/25, 41, 19, 17, 12, 
2019/10/26, 40, 19, 26, 10, 
2019/10/27, 44, 13, 20, 6, 
2019/10/28, 36, 15, 10, 10, 
2019/10/29, 46, 21, 16, 8, 
2019/10/30, 61, 21, 15, 9, 
2019/10/31, 64, 17, 12, 9, 
2019/11/1, 56, 6, 24, 4, 
2019/11/2, 18, 5, 22, 5, 
2019/11/3, 9, 4, 24, 7, 
2019/11/4, 9, 7, 24, 12, 
2019/11/5, 13, 12, 18, 9, 
2019/11/6, 23, 9, 18, 10, 
2019/11/7, 19, 8, 16, 13, 
2019/11/8, 22, 7, 18, 10, 
2019/11/9, 22, 17, 9, 8, 
2019/11/10, 54, 15, 7, 10, 
2019/11/11, 54, 14, 22, 12, 
2019/11/12, 44, 11, 23, 10, 
2019/11/13, 29, 15, 11, 15, 
2019/11/14, 38, 23, 3, 15, 
2019/11/15, 62, 32, 4, 15, 
2019/11/16, 83, 30, 4, 12, 
2019/11/17, 85, 12, 19, 9, 
2019/11/18, 43, 8, 16, 13, 
2019/11/19, 24, 16, 6, 14, 
2019/11/20, 53, 25, 8, 15, 
2019/11/21, 72, 32, 2, 12, 
2019/11/22, 83, 22, 2, 18, 
2019/11/23, 66, 29, 1, 14, 
2019/11/24, 76, 36, 2, 12, 
2019/11/25, 99, 24, 7, 13, 
2019/11/26, 70, 23, 23, 9, 
2019/11/27, 59, 5, 24, 5, 
2019/11/28, 11, 3, 21, 11, 
2019/11/29, 7, 10, 16, 12, 
2019/11/30, 29, 16, 12, 13, 
2019/12/1, 51, 17, 16, 17, 
2019/12/2, 57, 20, 10, 23, 
2019/12/3, 58, 28, 6, 22, 
2019/12/4, 68, 33, 3, 20, 
2019/12/5, 85, 36, 13, 18, 
2019/12/6, 88, 13, 26, 6, 
2019/12/7, 35, 4, 27, 3, 
2019/12/8, 13, 3, 29, 6, 
2019/12/9, 8, 9, 23, 17, 
2019/12/10, 23, 19, 13, 18, 
2019/12/11, 50, 9, 17, 12, 
2019/12/12, 26, 6, 26, 7, 
2019/12/13, 18, 3, 32, 4, 
2019/12/14, 10, 4, 30, 7, 
2019/12/15, 12, 9, 6, 20, 
2019/12/16, 29, 22, 1, 18, 
2019/12/17, 56, 28, 1, 22, 
2019/12/18, 64, 30, 2, 21, 
2019/12/19, 68, 30, 17, 18, 
2019/12/20, 64, 10, 19, 15, 
2019/12/21, 28, 8, 25, 8, 
2019/12/22, 25, 3, 24, 7, 
2019/12/23, 8, 4, 22, 7, 
2019/12/24, 12, 4, 25, 4, 
2019/12/25, 14, 6, 10, 11, 
2019/12/26, 24, 8, 12, 12, 
2019/12/27, 34, 12, 15, 12, 
2019/12/28, 48, 21, 8, 18, 
2019/12/29, 70, , , , 
2019/7/1, 56, 18, 57, 5, 
2019/7/2, 41, 13, 51, 6, 
2019/7/3, 30, 13, 58, 8, 
2019/7/4, 25, 15, 63, 12, 
2019/7/5, 30, 18, 51, 11, 
2019/7/6, 36, 15, 39, 5, 
2019/7/7, 37, 12, 40, 5, 
2019/7/8, 39, 12, 37, 7, 
2019/7/9, 33, 9, 46, 8, 
2019/7/10, 20, 13, 26, 14, 
2019/7/11, 24, 11, 31, 7, 
2019/7/12, 25, 9, 32, 5, 
2019/7/13, 27, 10, 31, 4, 
2019/7/14, 33, 8, 37, 5, 
2019/7/15, 24, 13, 44, 8, 
2019/7/16, 43, 16, 58, 10, 
2019/7/17, 49, 17, 51, 12, 
2019/7/18, 47, 17, 45, 7, 
2019/7/19, 44, 19, 44, 11, 
2019/7/20, 48, 12, 33, 4, 
2019/7/21, 31, 9, 51, 10, 
2019/7/22, 25, 15, 62, 10, 
2019/7/23, 33, 17, 92, 14, 
2019/7/24, 38, 22, 80, 12, 
2019/7/25, 55, 26, 82, 12, 
2019/7/26, 60, 20, 52, 4, 
2019/7/27, 51, 12, 30, 4, 
2019/7/28, 34, 9, 42, 4, 
2019/7/29, 25, 13, 51, 9, 
2019/7/30, 38, 12, 34, 5, 
2019/7/31, 29, 12, 42, 8, 
2019/8/1, 23, 17, 44, 14, 
2019/8/2, 32, 13, 42, 7, 
2019/8/3, 32, 13, 53, 8, 
2019/8/4, 40, 14, 46, 13, 
2019/8/5, 37, 17, 40, 9, 
2019/8/6, 45, 11, 25, 7, 
2019/8/7, 31, 6, 34, 7, 
2019/8/8, 14, 11, 34, 9, 
2019/8/9, 25, 9, 31, 5, 
2019/8/10, 23, 8, 38, 5, 
2019/8/11, 22, 7, 31, 5, 
2019/8/12, 18, 5, 32, 5, 
2019/8/13, 13, 7, 33, 8, 
2019/8/14, 18, 12, 26, 9, 
2019/8/15, 24, 6, 29, 6, 
2019/8/16, 15, 12, 26, 10, 
2019/8/17, 28, 7, 38, 4, 
2019/8/18, 20, 7, 30, 5, 
2019/8/19, 17, 7, 17, 9, 
2019/8/20, 16, 7, 35, 5, 
2019/8/21, 18, 10, 41, 9, 
2019/8/22, 24, 12, 44, 9, 
2019/8/23, 33, 18, 43, 12, 
2019/8/24, 50, 24, 49, 7, 
2019/8/25, 66, 20, 49, 9, 
2019/8/26, 60, 23, 56, 9, 
2019/8/27, 62, 21, 66, 12, 
2019/8/28, 55, 25, 37, 11, 
2019/8/29, 57, 13, 61, 10, 
2019/8/30, 38, 12, 50, 10, 
2019/8/31, 37, 9, 36, 4, 
2019/9/1, 27, 6, 36, 8, 
2019/9/2, 14, 10, 44, 12, 
2019/9/3, 21, 13, 48, 14, 
2019/9/4, 28, 14, 31, 8, 
2019/9/5, 27, 9, 26, 9, 
2019/9/6, 20, 11, 32, 8, 
2019/9/7, 23, 8, 20, 6, 
2019/9/8, 18, 7, 24, 9, 
2019/9/9, 23, 12, 31, 11, 
2019/9/10, 37, 13, 36, 11, 
2019/9/11, 35, 10, 34, 11, 
2019/9/12, 29, 11, 26, 12, 
2019/9/13, 22, 12, 26, 11, 
2019/9/14, 27, 13, 41, 11, 
2019/9/15, 36, 14, 41, 15, 
2019/9/16, 39, 15, 24, 10, 
2019/9/17, 37, 11, 30, 8, 
2019/9/18, 27, 12, 31, 12, 
2019/9/19, 22, 13, 30, 10, 
2019/9/20, 23, 17, 28, 13, 
2019/9/21, 33, 18, 29, 14, 
2019/9/22, 40, 12, 22, 11, 
2019/9/23, 32, 9, 18, 9, 
2019/9/24, 19, 7, 20, 6, 
2019/9/25, 16, 5, 17, 8, 
2019/9/26, 11, 7, 22, 7, 
2019/9/27, 15, 7, 24, 5, 
2019/9/28, 16, 6, 33, 4, 
2019/9/29, 15, 7, 25, 6, 
2019/9/30, 12, 8, 21, 9, 
2019/4/1, 77, 37, 46, 15, 
2019/4/2, 92, 18, 40, 8, 
2019/4/3, 47, 6, 28, 9, 
2019/4/4, 20, 8, 20, 10, 
2019/4/5, 31, 19, 28, 14, 
2019/4/6, 59, 28, 35, 15, 
2019/4/7, 76, 13, 30, 9, 
2019/4/8, 45, 13, 18, 18, 
2019/4/9, 45, 28, 27, 10, 
2019/4/10, 82, 31, 37, 8, 
2019/4/11, 83, 26, 29, 9, 
2019/4/12, 71, 29, 22, 9, 
2019/4/13, 78, 28, 32, 6, 
2019/4/14, 83, 24, 40, 10, 
2019/4/15, 74, 27, 35, 18, 
2019/4/16, 77, 22, 41, 13, 
2019/4/17, 67, 20, 45, 9, 
2019/4/18, 59, 16, 49, 11, 
2019/4/19, 43, 13, 48, 15, 
2019/4/20, 38, 18, 50, 14, 
2019/4/21, 44, 14, 49, 12, 
2019/4/22, 38, 17, 39, 7, 
2019/4/23, 37, 26, 43, 11, 
2019/4/24, 46, 14, 39, 10, 
2019/4/25, 19, 6, 30, 10, 
2019/4/26, 10, 5, 30, 5, 
2019/4/27, 12, 4, 34, 4, 
2019/4/28, 10, 6, 30, 10, 
2019/4/29, 14, 13, 33, 9, 
2019/4/30, 43, 24, 48, 11, 
2019/5/1, 67, 19, 41, 13, 
2019/5/2, 54, 15, 32, 7, 
2019/5/3, 51, 8, 26, 7, 
2019/5/4, 29, 7, 30, 6, 
2019/5/5, 26, 9, 30, 13, 
2019/5/6, 32, 14, 40, 10, 
2019/5/7, 47, 13, 31, 15, 
2019/5/8, 40, 5, 33, 6, 
2019/5/9, 13, 4, 29, 10, 
2019/5/10, 9, 6, 30, 6, 
2019/5/11, 16, 7, 32, 4, 
2019/5/12, 23, 7, 37, 6, 
2019/5/13, 21, 8, 38, 7, 
2019/5/14, 17, 8, 35, 6, 
2019/5/15, 18, 10, 30, 8, 
2019/5/16, 25, 15, 35, 11, 
2019/5/17, 46, 12, 38, 10, 
2019/5/18, 41, 10, 40, 7, 
2019/5/19, 37, 10, 33, 10, 
2019/5/20, 34, 12, 27, 8, 
2019/5/21, 45, 9, 36, 7, 
2019/5/22, 35, 12, 45, 9, 
2019/5/23, 41, 13, 50, 13, 
2019/5/24, 36, 17, 41, 12, 
2019/5/25, 49, 12, 39, 6, 
2019/5/26, 41, 9, 29, 8, 
2019/5/27, 28, 6, 25, 7, 
2019/5/28, 17, 8, 28, 8, 
2019/5/29, 23, 9, 41, 8, 
2019/5/30, 27, 7, 28, 10, 
2019/5/31, 21, 10, 21, 9, 
2019/6/1, 24, 11, 15, 8, 
2019/6/2, 28, 12, 37, 10, 
2019/6/3, 25, 15, 48, 8, 
2019/6/4, 33, 17, 54, 10, 
2019/6/5, 40, 15, 37, 6, 
2019/6/6, 31, 9, 41, 7, 
2019/6/7, 25, 10, 35, 4, 
2019/6/8, 20, 8, 37, 8, 
2019/6/9, 20, 8, 26, 6, 
2019/6/10, 22, 7, 28, 7, 
2019/6/11, 21, 8, 27, 9, 
2019/6/12, 22, 8, 40, 10, 
2019/6/13, 19, 13, 42, 12, 
2019/6/14, 27, 15, 41, 7, 
2019/6/15, 32, 7, 38, 3, 
2019/6/16, 21, 10, 47, 8, 
2019/6/17, 28, 15, 51, 11, 
2019/6/18, 40, 14, 46, 10, 
2019/6/19, 41, 12, 32, 5, 
2019/6/20, 34, 7, 39, 5, 
2019/6/21, 19, 12, 30, 7, 
2019/6/22, 34, 11, 40, 3, 
2019/6/23, 35, 11, 46, 5, 
2019/6/24, 36, 14, 70, 9, 
2019/6/25, 40, 25, 98, 13, 
2019/6/26, 57, 37, 73, 11, 
2019/6/27, 73, 21, 51, 10, 
2019/6/28, 47, 14, 64, 10, 
2019/6/29, 29, 16, 63, 9, 
2019/6/30, 38, 24, 47, 9, 
2019/1/1, 87, 9, 26, 7, 
2019/1/2, 28, 11, 13, 18, 
2019/1/3, 32, 18, 13, 18, 
2019/1/4, 56, 12, 15, 9, 
2019/1/5, 47, 4, 19, 10, 
2019/1/6, 17, 6, 11, 13, 
2019/1/7, 23, 7, 23, 6, 
2019/1/8, 30, 4, 25, 8, 
2019/1/9, 14, 8, 17, 11, 
2019/1/10, 25, 11, 16, 15, 
2019/1/11, 43, , 19, 6, 
2019/1/15, 19, 9, 20, 15, 
2019/1/16, 29, 10, 23, 7, 
2019/1/17, 35, 6, 22, 16, 
2019/1/18, 21, 15, 14, 17, 
2019/1/19, 55, 27, 6, 18, 
2019/1/20, 83, 35, 5, 21, 
2019/1/21, 100, 34, 17, 17, 
2019/1/22, 95, 29, 14, 18, 
2019/1/23, 84, 41, 9, 17, 
2019/1/24, 113, 37, 19, 16, 
2019/1/25, 107, 13, 25, 6, 
2019/1/26, 46, 4, 28, 5, 
2019/1/27, 14, 2, 24, 7, 
2019/1/28, 7, 5, 22, 13, 
2019/1/29, 18, 10, 26, 14, 
2019/1/30, 35, 8, 21, 19, 
2019/1/31, 25, 12, 10, 25, 
2019/2/1, 41, 18, 8, 20, 
2019/2/2, 63, 19, 18, 12, 
2019/2/3, 68, 16, 19, 15, 
2019/2/4, 58, 20, 17, 21, 
2019/2/5, 64, 30, 11, 23, 
2019/2/6, 81, 29, 11, 22, 
2019/2/7, 79, 13, 23, 16, 
2019/2/8, 39, 11, 28, 8, 
2019/2/9, 24, 7, 32, 8, 
2019/2/10, 20, 4, 27, 7, 
2019/2/11, 10, 9, 23, 16, 
2019/2/12, 26, 17, 15, 22, 
2019/2/13, 49, 28, 10, 27, 
2019/2/14, 66, 32, 16, 28, 
2019/2/15, 71, 28, 14, 23, 
2019/2/16, 66, 31, 13, 21, 
2019/2/17, 76, 26, 18, 24, 
2019/2/18, 67, 28, 23, 21, 
2019/2/19, 65, 23, 16, 23, 
2019/2/20, 62, 29, 16, 22, 
2019/2/21, 71, 29, 23, 15, 
2019/2/22, 73, 16, 28, 8, 
2019/2/23, 53, 9, 28, 10, 
2019/2/24, 31, 14, 26, 22, 
2019/2/25, 38, 24, 16, 25, 
2019/2/26, 52, 29, 19, 23, 
2019/2/27, 63, 29, 35, 16, 
2019/2/28, 62, 14, 26, 9, 
2019/3/1, 38, 16, 26, 7, 
2019/3/2, 55, 9, 30, 4, 
2019/3/3, 32, 6, 34, 8, 
2019/3/4, 15, 4, 30, 6, 
2019/3/5, 8, 7, 24, 17, 
2019/3/6, 24, 10, 32, 10, 
2019/3/7, 28, 4, 30, 9, 
2019/3/8, 8, 6, 29, 5, 
2019/3/9, 13, 3, 34, 3, 
2019/3/10, 7, 6, 32, 5, 
2019/3/11, 14, 6, 31, 8, 
2019/3/12, 16, 5, 32, 4, 
2019/3/13, 13, 3, 26, 4, 
2019/3/14, 9, 3, 27, 5, 
2019/3/15, 9, 2, 25, 5, 
2019/3/16, 6, 4, 36, 3, 
2019/3/17, 11, 4, 30, 8, 
2019/3/18, 9, 9, 28, 17, 
2019/3/19, 28, 16, 34, 18, 
2019/3/20, 49, 18, 36, 20, 
2019/3/21, 50, 24, 29, 21, 
2019/3/22, 60, 35, 40, 21, 
2019/3/23, 83, 47, 33, 15, 
2019/3/24, 122, 34, 31, 10, 
2019/3/25, 94, 11, 29, 10, 
2019/3/26, 35, 17, 31, 12, 
2019/3/27, 54, 17, 31, 13, 
2019/3/28, 48, 12, 29, 9, 
2019/3/29, 41, 21, 39, 17, 
2019/3/30, 60, 27, 44, 14, 
2019/3/31, 70, 27, 37, 8, 
2018/11/3, 51, 14, 7, 12, 
2018/11/4, 62, 19, 8, 8, 
2018/11/5, 53, 15, 2, 12, 
2018/11/6, 56, 22, 1, 17, 
2018/11/7, 56, 22, 10, 21, 
2018/11/8, 51, 17, 9, 17, 
2018/11/9, 51, 16, 5, 14, 
2018/11/10, 66, 23, 2, 13, 
2018/11/11, 56, 17, 17, 10, 
2018/11/12, 33, 11, 4, 19, 
2018/11/13, 34, 14, 17, 17, 
2018/11/14, 29, 10, 7, 13, 
2018/11/15, 40, 11, 5, 11, 
2018/11/16, 45, 13, 12, 13, 
2018/11/17, 66, 21, 19, 10, 
2018/11/18, 54, 14, 20, 9, 
2018/11/19, 59, 17, 19, 7, 
2018/11/20, 63, 18, 15, 11, 
2018/11/21, 72, 24, 3, 15, 
2018/11/22, 63, 19, 4, 13, 
2018/11/23, 74, 26, 3, 15, 
2018/11/24, 56, 16, 11, 16, 
2018/11/25, 57, 18, 14, 11, 
2018/11/26, 54, 13, 10, 9, 
2018/11/27, 59, 16, 2, 14, 
2018/11/28, 61, 18, 5, 13, 
2018/11/29, 58, 18, 1, 15, 
2018/11/30, 66, 26, 7, 16, 
2018/12/1, 43, 11, 12, 13, 
2018/12/2, 27, 8, 20, 5, 
2018/12/3, 5, 2, 27, 6, 
2018/12/4, 8, 3, 22, 14, 
2018/12/5, 41, 12, 2, 16, 
2018/12/6, 47, 14, 14, 13, 
2018/12/7, 12, 5, 30, 6, 
2018/12/8, 8, 3, 27, 3, 
2018/12/9, 7, 3, 31, 3, 
2018/12/10, 12, 4, 24, 10, 
2018/12/11, 20, 7, 15, 14, 
2018/12/12, 40, 12, 5, 15, 
2018/12/13, 50, 13, 10, 9, 
2018/12/14, 62, 18, 13, 6, 
2018/12/15, 68, 20, 12, 8, 
2018/12/16, 67, 20, 9, 15, 
2018/12/17, 60, 17, 12, 15, 
2018/12/18, 36, 9, 7, 20, 
2018/12/19, 54, 16, 18, 20, 
2018/12/20, 39, 12, 20, 9, 
2018/12/21, 8, 3, 25, 4, 
2018/12/22, 5, 2, 23, 7, 
2018/12/23, 13, 4, 20, 5, 
2018/12/24, 9, 3, 20, 7, 
2018/12/25, 31, 8, 10, 10, 
2018/12/26, 54, 13, 10, 9, 
2018/12/27, 72, 22, 1, 15, 
2018/12/28, 101, 36, 1, 17, 
2018/12/29, 82, 26, 10, 15, 
2018/12/30, 54, 14, 16, 6, 
2024/12/31, , 49, 29, 8, 
2023/11/21, , 7, 15, 5, 
2022/8/25, , 17, 49, 9, 
2022/4/11, , 14, 33, 14, 
2022/5/16, , 12, 41, 5, 
2022/5/31, , 11, 41, 5, 
2020/3/31, , 16, 37, 12, 
2019/12/31, , 65, 5, 17, 
2018/12/31, , 30, 20, 7, 
2019/1/14, , 6, 19, 8, 
2018/10/1, , 15, 22, 9, 
2018/10/2, , 10, 23, 6, 
2018/10/3, , 6, 24, 14, 
2018/10/4, , 10, 19, 18, 
2018/10/5, , 16, 23, 18, 
2018/10/6, , 17, 36, 14, 
2018/10/7, , 16, 35, 13, 
2018/10/8, , 19, 19, 12, 
2018/10/9, , 25, 26, 11, 
2018/10/10, , 26, 12, 12, 
2018/10/11, , 24, 15, 20, 
2018/10/12, , 23, 27, 18, 
2018/10/13, , 18, 29, 16, 
2018/10/14, , 19, 27, 18, 
2018/10/15, , 19, 25, 21, 
2018/10/16, , 26, 22, 24, 
2018/10/17, , 28, 27, 22, 
2018/10/18, , 31, 28, 21, 
2018/10/19, , 41, 20, 21, 
2018/10/20, , 53, 20, 19, 
2018/10/21, , 34, 27, 15, 
2018/10/22, , 18, 19, 20, 
2018/10/23, , 15, 25, 11, 
2018/10/24, , 12, 21, 8, 
2018/10/25, , 8, 12, 11, 
2018/10/26, , 10, 16, 12, 
2018/10/27, , 12, 16, 8, 
2018/10/28, , 6, 22, 4, 
2018/10/29, , 6, 5, 9, 
2018/10/30, , 9, 12, 9, 
2018/10/31, , 9, 9, 17, 
2018/11/1, , 14, 15, 13, 
2018/11/2, , 10, 7, 18, 
2018/7/1, , 13, 49, 6, 
2018/7/2, , 9, 66, 10, 
2018/7/3, , 12, 47, 13, 
2018/7/4, , 16, 26, 14, 
2018/7/5, , 14, 39, 9, 
2018/7/6, , 12, 60, 9, 
2018/7/7, , 17, 49, 10, 
2018/7/8, , 19, 52, 13, 
2018/7/9, , 11, 33, 10, 
2018/7/10, , 14, 33, 8, 
2018/7/11, , 11, 46, 10, 
2018/7/12, , 10, 57, 14, 
2018/7/13, , 12, 60, 14, 
2018/7/14, , 17, 50, 14, 
2018/7/15, , 20, 57, 10, 
2018/7/16, , 13, 56, 13, 
2018/7/17, , 11, 58, 9, 
2018/7/18, , 13, 70, 14, 
2018/7/19, , 16, 75, 15, 
2018/7/20, , 19, 35, 8, 
2018/7/21, , 15, 43, 6, 
2018/7/22, , 13, 63, 9, 
2018/7/23, , 20, 68, 10, 
2018/7/24, , 25, 62, 13, 
2018/7/25, , 23, 49, 12, 
2018/7/26, , 20, 65, 12, 
2018/7/27, , 18, 46, 13, 
2018/7/28, , 19, 45, 6, 
2018/7/29, , 13, 54, 11, 
2018/7/30, , 12, 81, 12, 
2018/7/31, , 17, 58, 10, 
2018/8/1, , 17, 69, 7, 
2018/8/2, , 17, 65, 14, 
2018/8/3, , 19, 76, 15, 
2018/8/4, , 25, 57, 10, 
2018/8/5, , 20, 70, 8, 
2018/8/6, , 12, 48, 11, 
2018/8/7, , 18, 48, 11, 
2018/8/8, , 15, 46, 13, 
2018/8/9, , 22, 36, 6, 
2018/8/10, , 11, 32, 8, 
2018/8/11, , 6, 45, 11, 
2018/8/12, , 7, 32, 14, 
2018/8/13, , 10, 30, 5, 
2018/8/14, , 8, 37, 9, 
2018/8/15, , 7, 49, 13, 
2018/8/16, , 12, 53, 15, 
2018/8/17, , 13, 54, 7, 
2018/8/18, , 15, 68, 11, 
2018/8/19, , 16, 37, 8, 
2018/8/20, , 13, 50, 11, 
2018/8/21, , 12, 58, 15, 
2018/8/22, , 15, 39, 14, 
2018/8/23, , 18, 26, 7, 
2018/8/24, , 13, 21, 5, 
2018/8/25, , 9, 31, 5, 
2018/8/26, , 6, 28, 9, 
2018/8/27, , 6, 43, 11, 
2018/8/28, , 9, 14, 19, 
2018/8/29, , 16, 38, 6, 
2018/8/30, , 8, 19, 13, 
2018/8/31, , 11, 31, 5, 
2018/9/1, , 14, 18, 7, 
2018/9/2, , 12, 23, 9, 
2018/9/3, , 11, 36, 13, 
2018/9/4, , 14, 49, 11, 
2018/9/5, , 19, 41, 15, 
2018/9/6, , 21, 31, 9, 
2018/9/7, , 14, 35, 11, 
2018/9/8, , 9, 39, 13, 
2018/9/9, , 9, 36, 16, 
2018/9/10, , 11, 41, 16, 
2018/9/11, , 14, 43, 19, 
2018/9/12, , 17, 32, 12, 
2018/9/13, , 17, 30, 9, 
2018/9/14, , 14, 39, 11, 
2018/9/15, , 15, 43, 15, 
